No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
136;Kab. Majene;2018;51838892691;123011000000;7239738628;23517525609;11117092834;136573000000;287143000000;35550154048;92259528942;171272;60.79;61.05;13.57;13.58;8.14;8.25;9559;9904;65.4;66.01
137;Kab. Malang;2018;154073000000;464157000000;14440524937;54987484513;25136958832;531339000000;1144890000000;29189287293;705616000000;2606204;72.12;72.26;12.25;12.56;7.17;7.18;8868;9356;68.47;69.4
138;Kab. Malinau;2018;70988107173;184090000000;40420843030;21610561541;14503205775;339635000000;211842000000;17219423522;163928000000;82901;71.39;71.4;13.25;13.27;8.88;9.04;9586;9853;71.23;71.74
139;Kab. Maluku Barat Daya;2018;52362036007;75117944639;17616571347;7223302358;8157614562;236357000000;179121000000;11077710793;212170000000;72840;61.62;61.87;11.78;11.88;7.85;7.99;6298;6508;60.16;60.64
140;Kab. Maluku Tengah;2018;80312261759;212933000000;8092691921;35388928990;5483793409;252066000000;525500000000;18014810678;197302000000;372529;66.06;66.19;13.77;13.93;9.18;9.29;9672;9875;70.09;70.6
141;Kab. Maluku Tenggara;2018;56800736698;127812000000;15763648071;20224279207;7987000668;390762000000;140350000000;14857694380;148968000000;99591;64.61;64.77;12.4;12.61;9.17;9.27;7063;7302;64.94;65.53
142;Kab. Mamasa;2018;65677519229;99818655813;6480547190;16427713735;5097711577;224513000000;211048000000;12783260258;143050000000;159201;70.48;70.62;11.41;11.58;7.1;7.22;7353;7597;63.92;64.66
143;Kab. Mamuju;2018;91267933017;150307000000;16662798390;12724971908;7981816709;283781000000;191169000000;16869123513;225956000000;286389;66.65;66.94;13.13;13.14;7.26;7.53;9019;9308;66.32;67.11
144;Kab. Mamuju Tengah;2018;54375217555;85810596458;7729482549;4637473321;4732497425;209507000000;116385000000;11514407154;154216000000;130827;67.52;67.79;11.57;11.71;7.13;7.23;7931;8243;63.64;64.43
145;Kab. Mamuju Utara;2018;38943294695;124845000000;9579210543;5059509981;4438442551;198503000000;129475000000;9637815135;189592000000;170203;65.33;65.62;11.37;11.59;7.48;7.68;10577;10915;65.67;66.6
146;Kab. Manggarai;2018;80478593586;221194000000;26887004333;5957619949;5516561215;125016000000;280065000000;10501976434;153452000000;333912;65.84;66.23;12.32;12.71;6.98;7.26;7056;7175;62.24;63.32
147;Kab. Manggarai Barat;2018;64578602845;167377000000;6654170346;8809540441;11556404112;159311000000;274628000000;9553181389;167305000000;269029;66.19;66.58;11.09;11.55;7.14;7.18;7269;7426;61.65;62.58
148;Kab. Manggarai Timur;2018;61621405324;200900000000;7094844879;6697270563;4713969485;144876000000;281967000000;8574314339;92086428208;283313;67.4;67.62;11.04;11.34;6.45;6.65;5643;5809;58.51;59.49
149;Kab. Manokwari;2018;106730000000;168604000000;18095828110;46246449089;7748442635;312046000000;202599000000;26057911829;118854000000;170897;68;68.22;13.54;13.63;7.92;8.04;11595;11789;70.67;71.17
150;Kab. Manokwari Selatan;2018;59690384353;79569071078;24882098716;28306690032;4603272976;232420000000;56293148119;34825230959;83676401746;23617;66.96;67.16;12.27;12.32;6.37;6.48;5012;5225;58.08;58.84
151;Kab. Maros;2018;80091774140;224343000000;39621199703;26125847844;10344545980;228571000000;385390000000;4246523791;254814000000;349822;68.6;68.74;12.97;12.99;7.42;7.43;10981;10558;68.42;68.94
152;Kab. Maybrat;2018;26438927244;71480883776;24547022989;5899643924;10825462689;244852000000;83444351876;10083423465;196334000000;40102;64.8;64.93;12.53;12.67;6.43;6.53;4905;5168;57.23;58.16
153;Kab. Merangin;2018;63518098079;188608000000;20451153224;12988053773;2568089696;224232000000;369952000000;15697444994;175553000000;383480;70.94;71.04;11.95;11.97;7.62;7.67;9753;10133;68.3;68.81
154;Kab. Merauke;2018;177612000000;351911000000;26606369318;27650491926;5573482000;537795000000;356709000000;55735953809;398135000000;225714;66.56;66.71;12.98;13.24;8.27;8.49;10277;10430;68.64;69.38
155;Kab. Mimika;2018;382708000000;406441000000;381801000000;54204221331;12852714080;861816000000;288008000000;47859216246;0;215493;71.93;72.06;11.48;11.77;9.54;9.76;11591;11700;72.42;73.15
156;Kab. Minahasa;2018;63504004314;151504000000;21465616140;12678424506;7141753219;313207000000;340083000000;20185731190;114842000000;338364;70.46;70.67;13.94;13.96;9.55;9.56;12026;12319;74.59;74.97
157;Kab. Minahasa Selatan;2018;50179162470;127715000000;13355840751;4745905250;9139348078;203368000000;235437000000;10909883330;163691000000;209501;69.24;69.47;11.76;12.08;8.72;8.84;11162;11410;70.05;70.86
158;Kab. Mojokerto;2018;102285000000;448719000000;24393256162;18430005626;22894445981;349880000000;686132000000;17145765150;305099000000;1117688;72.1;72.24;12.51;12.52;8.15;8.18;12026;12240;72.36;72.64
159;Kab. Morowali;2018;92431164061;183401000000;16947514156;12451307677;4490975975;219649000000;208119000000;13464121390;202580000000;251190;68.07;68.45;12.68;12.88;8.73;8.98;11012;11159;70.41;71.14
160;Kab. Muara Enim;2018;162276000000;354725000000;32310356146;25599499533;2724585653;443206000000;594393000000;26331308346;383326000000;628661;68.14;68.38;11.94;11.95;7.49;7.6;10575;11012;67.63;68.28
161;Kab. Muaro Jambi;2018;50804101231;147563000000;10262345164;5593564420;5514606282;188543000000;371605000000;11575804099;250362000000;432305;70.9;71.02;12.8;12.81;8.08;8.09;8145;8456;67.86;68.34
162;Kab. Mukomuko;2018;47683820802;111927000000;10107980124;3999201322;3291935282;190067000000;190876000000;8124137654;165212000000;189670;65.93;66.16;12.7;12.71;7.87;7.88;9770;10036;67.07;67.47
163;Kab. Muna Barat;2018;54057677114;53037747986;13521796654;5432586225;5151031971;97552286907;128481000000;14457588470;142458000000;80619;69.79;68.06;12.06;12.13;6.48;6.76;7288;7405;63.43;64.11
164;Kab. Musi Banyuasin;2018;140141000000;355438000000;30973306333;49681415226;3040859936;472128000000;673387000000;45632865683;799047000000;640065;68.14;68.33;11.97;11.98;7.59;7.6;9705;10212;66.96;67.57
165;Kab. Musi Rawas;2018;107288000000;287318000000;21834052598;10009317474;6047708092;253167000000;353546000000;21765663891;315245000000;400239;67.34;67.59;11.74;11.99;7.18;7.28;9218;9562;65.31;66.18
166;Kab. Nabire;2018;106357000000;254498000000;13792737555;9498209690;10051600659;540401000000;203284000000;25341640064;136680000000;147921;67.55;67.72;10.86;11.14;9.49;9.53;8983;9143;67.11;67.7
167;Kab. Nagan Raya;2018;55093274820;153162000000;5339088389;10815854443;7077382414;162662000000;223799000000;20330264832;135862000000;164483;68.76;68.89;14.1;14.11;8.25;8.26;7732;7936;67.78;68.15
168;Kab. Nagekeo;2018;62691680017;84820706059;10453184147;4016123876;5380196897;115047000000;181309000000;6910526518;122664000000;144414;66.36;66.62;12.45;12.46;7.52;7.82;8119;8219;64.74;65.35
169;Kab. Natuna;2018;81296543866;133387000000;23006524206;7247389699;774436620;229944000000;163714000000;14292110677;136291000000;76968;64.33;64.57;13.87;13.88;8.47;8.71;13970;14217;71.52;72.1
170;Kab. Nganjuk;2018;90689214060;448646000000;13090320154;22440834180;9360203518;271260000000;809539000000;15606411050;261069000000;1054611;71.11;71.25;12.82;12.83;7.38;7.61;11352;11560;70.69;71.23
171;Kab. Nias Barat;2018;28975075431;75827296597;6144987420;2017507600;6604113183;210171000000;64928256422;5302198267;189001000000;81663;68.28;68.5;12.61;12.66;5.78;6;5594;5817;59.56;60.42
172;Kab. Nias Selatan;2018;38532474415;95091109137;6864335764;5516716162;7880376276;392527000000;195864000000;6059465587;129107000000;317207;68;68.24;11.98;12.2;4.95;5.2;6792;6941;59.85;60.75
173;Kab. Nias Utara;2018;38503849011;52138127250;12027566364;3366334757;11920445719;231049000000;102671000000;7042956141;131133000000;137002;68.77;68.98;12.57;12.58;6.08;6.09;5835;6041;60.57;61.08
174;Kab. Nunukan;2018;71432596344;171809000000;34128738230;16608824455;7130650757;215332000000;262253000000;14026360326;185281000000;192235;71.25;71.27;12.61;12.62;7.65;7.73;6680;6956;65.1;65.67
175;Kab. Ogan Ilir;2018;40830265578;136619000000;13333871589;5593374191;1973674000;239286000000;417113000000;12662243650;233436000000;424774;64.72;64.96;12.27;12.28;7.37;7.58;9972;10412;65.63;66.43
176;Kab. Ogan Komering Ilir;2018;63815591982;231359000000;9659699820;10927806150;3445000826;328253000000;616120000000;17709899845;251104000000;821528;68.04;68.22;11.39;11.4;7.01;7.02;10306;10706;66.11;66.57
177;Kab. Ogan Komering Ulu;2018;68811778360;187768000000;23855386230;11798089582;8163772440;239063000000;331665000000;20737208014;325062000000;364260;67.66;67.83;12.56;12.57;8.67;8.68;9340;9940;68.28;69.01
178;Kab. OKU Timur;2018;58741737996;258260000000;22457816725;10072300325;3315725703;218102000000;509189000000;12769945553;208854000000;670653;68.44;68.65;11.97;12.04;7.12;7.27;11169;11612;67.84;68.58
179;Kab. Padang Lawas;2018;40108836678;149308000000;24007755243;5426262801;129046328;174558000000;220750000000;8752015898;184239000000;275515;66.5;66.69;12.99;13;8.43;8.67;8445;8772;66.82;67.59
180;Kab. Padang Lawas Utara;2018;46540732076;123676000000;22349843938;10391135599;4416070604;168417000000;240891000000;8642025965;170500000000;267771;66.58;66.77;12.41;12.42;8.93;9.06;9737;9912;68.34;68.77
181;Kab. Pandeglang;2018;114203000000;299711000000;17621806675;186572000000;13119784980;347175000000;1019580000000;16878737550;77275885489;1209011;64.04;64.24;13.41;13.42;6.63;6.72;8358;8613;63.82;64.34
182;Kab. Pangandaran;2018;49799582965;174035000000;12698415973;9678761586;10866577540;143935000000;369188000000;9261580548;195477000000;397187;70.56;70.84;12.03;12.04;7.37;7.58;8588;8968;66.6;67.44
183;Kab. Pangkajene Kepulauan;2018;69229588104;258246000000;7614870838;26009490477;10173593639;232975000000;412765000000;36184592620;198972000000;332674;65.86;66.12;12.4;12.41;7.48;7.49;11392;11197;67.25;67.71
184;Kab. Paniai;2018;61285098342;206403000000;15989939214;6426466729;10841065451;413166000000;106427000000;21808937266;64251978512;173392;65.7;65.94;10.33;10.47;3.94;4.2;6355;6535;54.91;55.83
185;Kab. Parigi Moutong;2018;80996291299;253975000000;16154245304;5264372733;7088741841;284754000000;410194000000;25340310706;116341000000;152480;63.19;63.57;12.475;12.485;6.98;7.18;9488;9808;64.09;64.85
186;Kab. Pasaman;2018;65356156594;208081000000;12996261508;8340453154;2172244206;151021000000;331899000000;17684401771;84461282148;379514;66.54;66.82;12.72;12.78;7.65;7.66;7882;8238;64.94;65.6
187;Kab. Pasaman Barat;2018;59214376457;241827000000;12052515922;9366060750;6483617824;176312000000;359137000000;57613105493;178111000000;241571;67.15;67.37;13.06;13.22;7.85;7.86;8704;8979;66.83;67.43
188;Kab. Pati;2018;126723000000;434337000000;21232004766;9309675806;8895927369;291246000000;830803000000;18137334594;377620000000;1253299;75.8;75.93;12.29;12.3;7.08;7.18;9813;10190;70.12;70.71
189;Kab. Pegunungan Arfak;2018;31546748634;40180416058;18330554602;1449910000;3604295834;283639000000;60197203440;32193623759;210639000000;30409;66.72;66.89;11.27;11.33;4.91;4.97;4683;4979;54.39;55.31
190;Kab. Pekalongan;2018;104514000000;402852000000;15606439307;11491802614;5675724992;278566000000;676316000000;41952230624;282065000000;891892;73.46;73.53;12.16;12.17;6.73;6.74;9702;10221;68.4;68.97
191;Kab. Pelalawan;2018;76115200034;162723000000;39176638404;16708692132;10616545773;265076000000;392333000000;23254120085;110439000000;460780;70.54;70.74;11.89;12.16;8.19;8.44;11725;11894;70.59;71.44
192;Kab. Pemalang;2018;148207000000;321089000000;10312978567;25929232805;21032210024;288275000000;890619000000;22147961892;172716000000;1299724;72.98;73.11;11.88;11.91;6.31;6.32;7785;8186;65.04;65.67
193;Kab. Penukal Abab Lematang Ilir;2018;53071479736;109839000000;14221370488;11557428891;7542671912;228379000000;162276000000;17876625588;604600000000;187554;67.7;67.88;11.3;11.7;6.57;6.58;7834;8136;62.58;63.49
194;Kab. Pesawaran;2018;63069625113;134602000000;28208062207;5666773316;9378911094;218509000000;387100000000;13858042479;268581000000;440192;68.29;68.53;12.26;12.28;7.45;7.47;7449;7724;64.43;64.97
195;Kab. Pesisir Barat;2018;49511348756;75917215375;8863612669;3532818626;7645577967;182921000000;157805000000;10328163158;155275000000;153743;62.54;62.85;11.95;11.97;7.58;7.59;7890;8355;62.2;62.96
196;Kab. Pesisir Selatan;2018;107412000000;210354000000;14837415479;190065000000;11146751992;201800000000;554696000000;5730692654;31577452553;90373;70.23;70.45;13.06;13.3;8.13;8.14;8819;9089;68.74;69.4
197;Kab. Pidie;2018;80127088458;380945000000;11323483577;22471036752;7336681551;206569000000;426139000000;75832183847;184222000000;439131;66.58;66.68;14.25;14.44;8.76;8.81;9377;9492;69.52;69.93
198;Kab. Pidie Jaya;2018;62427038549;136596000000;7055822495;4693853474;3387606400;462263000000;175835000000;11857719373;135835000000;158091;69.68;69.81;14.52;14.53;8.84;8.86;9691;9967;71.73;71.12
199;Kab. Pinrang;2018;115010000000;219244000000;15403810230;13869248243;9716020589;293034000000;339505000000;10771573701;197008000000;374583;68.68;68.98;13.19;13.2;7.54;7.84;11828;11508;69.9;70.62
200;Kab. Pohuwato;2018;89699693807;133541000000;13368294605;10709973278;7793921568;178155000000;185021000000;23425582493;116799000000;157551;62.86;63.25;12.34;12.35;6.84;6.85;9715;10076;63.88;64.44
201;Kab. Polewali Mandar;2018;65017200718;285331000000;8475210955;13852433224;2078604988;315310000000;404300000000;4757484157;139214000000;437662;61.76;61.97;13.01;13.02;7.09;7.24;7947;8355;62.35;63.14
202;Kab. Ponorogo;2018;119184000000;324801000000;13488306039;16524754416;12240922685;294240000000;701432000000;23075914711;293651000000;871370;72.27;72.43;13.69;13.7;7.01;7.17;8788;9107;69.26;69.91
203;Kab. Poso;2018;85833826004;203246000000;13412103508;18347616354;9100118065;394530000000;329225000000;16277165512;207107000000;301590;70.16;70.51;13.46;13.645;8.81;9.04;8781;8936;69.78;70.68
204;Kab. Pringsewu;2018;46510281311;129094000000;12344852126;16622360924;3697824862;194181000000;385392000000;13065968203;183485000000;397219;69.14;69.44;12.77;12.78;7.85;8.01;9731;10190;68.61;69.42
205;Kab. Probolinggo;2018;143732000000;309921000000;16981456266;19887612495;12381389008;355217000000;616173000000;30674488228;205266000000;1168503;66.47;66.71;12.05;12.06;5.68;5.71;9778;10239;64.28;64.85
206;Kab. Pulang Pisau;2018;49237563087;95638569003;8229928499;5361595828;3923754699;159294000000;249551000000;18167324700;263055000000;126657;67.86;67.92;12.38;12.39;7.67;7.7;9365;9807;67;67.54
207;Kab. Pulau Morotai;2018;57769750310;133136000000;0;5308180121;9135978166;147803000000;108378000000;11772027675;107616000000;65573;66.28;66.58;12.17;12.41;6.89;6.96;6167;6294;60.71;61.39
208;Kab. Pulau Taliabu;2018;36261047797;56535204815;11640475474;3398275000;2849239494;121165000000;98132268302;7036429927;182179000000;52503;61.32;61.58;11.87;12.14;7.43;7.44;6306;6455;59.03;59.67
209;Kab. Purbalingga;2018;96178339731;323957000000;18620433234;29446813141;12848893247;272113000000;639891000000;16404553280;187051000000;925193;72.91;72.98;11.94;11.95;6.87;7;9340;9786;67.72;68.41
210;Kab. Purwakarta;2018;85904121325;277753000000;19748401889;29612205432;4135602765;374881000000;685042000000;21921454577;149438000000;953414;70.42;70.61;11.89;12.09;7.74;7.75;10941;11372;69.28;69.98
211;Kab. Purworejo;2018;110595000000;317838000000;19786477960;13480885540;16649553738;258767000000;641522000000;22392626355;279500000000;716477;74.26;74.4;13.47;13.48;7.69;7.7;9601;10048;71.31;71.87
212;Kab. Rejang Lebong;2018;52628320316;200549000000;21476485572;15966783229;13164533669;212429000000;279232000000;25342369584;116858000000;259940;67.65;67.65;13.31;13.55;8.04;8.05;9660;10045;68.61;69.4
213;Kab. Rembang;2018;129051000000;269096000000;19466299577;19844412391;7506075711;284180000000;541515000000;23822358814;169839000000;633584;74.32;74.39;12.04;12.05;6.94;6.95;9736;10191;68.95;69.46
214;Kab. Rokan Hilir;2018;76851755009;173449000000;14787274290;20844503397;0;302975000000;499202000000;31702097344;277040000000;697218;69.66;69.87;12.25;12.63;7.89;8.15;9250;9316;67.84;68.73
215;Kab. Rote Ndao;2018;54847878258;114424000000;7652986351;2179778493;5553155934;159947000000;183866000000;10957168089;98842522646;165807;63.41;63.8;12.91;13.16;6.98;7.24;6320;6484;60.51;61.51
216;Kab. Samosir;2018;34416850730;93822086994;8704711287;11536110669;22676183457;122442000000;209278000000;9850343660;151401000000;125816;70.68;70.87;13.43;13.44;8.95;9.14;8163;8348;69.43;69.99
217;Kab. Sampang;2018;84047651039;239448000000;8834279209;19998162849;0;11582439377;529076000000;12314742924;253023000000;978875;67.67;67.79;11;11.38;4.12;4.36;8135;8352;59.9;61
218;Kab. Sanggau;2018;56890433102;241253000000;16160912876;9422139238;4227864385;270047000000;453085000000;16909662430;208557000000;463995;70.75;71.05;11.53;11.54;6.93;6.94;7828;8126;64.61;65.15
219;Kab. Sangihe;2018;53819325559;195606000000;19651771994;8184530026;8978092959;185925000000;205492000000;16470140796;70353336906;130833;69.35;69.6;11.9;12.04;7.89;7.9;11111;11397;69.14;69.67
220;Kab. Sarolangun;2018;138134000000;146113000000;14805457561;5352932491;0;90734514368;305621000000;15264454891;202697000000;295985;68.83;68.94;12.24;12.25;7.47;7.63;11478;11609;69.03;69.41
221;Kab. Sekadau;2018;50537255435;106520000000;7568624556;8055644114;0;166008000000;217542000000;8551687826;184971000000;199576;70.98;71.24;11.53;11.56;6.57;6.58;7001;7326;63.04;63.69
222;Kab. Seluma;2018;41989324771;107638000000;12136910803;6392088402;1962478500;192168000000;228497000000;24495708804;92453494080;191910;66.85;67.14;12.94;13.26;7.75;7.9;7584;7844;65;65.99
223;Kab. Semarang;2018;227514000000;423513000000;24070282317;24962764558;22033370163;169731000000;667827000000;24259479993;296444000000;1040629;75.57;75.62;12.84;12.85;7.87;7.88;11389;11807;73.2;73.61
224;Kab. Serang;2018;72378343805;467622000000;13591735808;27691376470;5634520044;503666000000;900296000000;47805612631;587503000000;1501501;64.02;64.22;12.38;12.39;7.17;7.18;10466;10693;65.6;65.93
225;Kab. Serdang Bedagai;2018;60087140581;167911000000;13366367030;10512898472;2290316680;245676000000;493692000000;12747141599;306567000000;614618;67.79;68.08;12.55;12.57;8.35;8.51;10551;10737;69.16;69.69
226;Kab. Seruyan;2018;90284853673;111828000000;16042715327;10501884436;0;188519000000;182117000000;18083182909;262408000000;197839;69.23;69.24;11.62;11.97;7.75;7.76;8658;9110;66.14;67.04
227;Kab. Sidoarjo;2018;202251000000;768501000000;35430507721;185050000000;0;728536000000;1115260000000;26536918189;615855000000;2249476;73.71;73.82;13.93;14.34;10.23;10.24;13252;13710;78.7;79.5
228;Kab. Sikka;2018;70305670893;233649000000;12946048052;6583200224;6289118250;185828000000;292559000000;11555628762;98360208747;318920;66.3;66.61;12.34;12.7;6.56;6.69;7855;7958;63.08;63.89
229;Kab. Simalungun;2018;88122500785;281229000000;36170977529;6556369527;8447243363;299228000000;826843000000;9224150427;344485000000;863693;70.53;70.75;12.71;12.75;8.95;9.18;11055;11311;71.83;72.49
230;Kab. Simeulue;2018;67204581048;123338000000;11291891912;11864863849;9737598021;160522000000;163606000000;21640485288;127328000000;92393;64.9;65;13.23;13.25;9.06;9.07;6677;6824;64.41;64.74
231;Kab. Sinjai;2018;73406542066;194464000000;12493326758;10852266123;5668910322;198613000000;309468000000;15014475748;192226000000;242672;66.61;66.83;12.84;12.85;7.28;7.29;9465;9098;65.8;66.24
232;Kab. Sintang;2018;93656810311;303700000000;19646650217;28385656993;13787494453;310851000000;460141000000;17907726411;218867000000;413369;71.11;71.29;11.54;11.98;6.72;6.73;8343;8624;65.16;66.07
233;Kab. Sleman;2018;146394000000;369324000000;26667007393;41602088852;29948527405;581832000000;735681000000;31744117021;334938000000;1206714;74.63;74.69;16.48;16.71;10.65;10.66;15365;15844;82.85;83.42
234;Kab. Solok;2018;67780230417;140566000000;15350223167;5076375027;9233530531;194381000000;440547000000;5045695439;150503000000;460716;67.65;67.95;13.01;13.02;7.6;7.84;9743;10035;67.86;68.6
235;Kab. Sragen;2018;74007083735;365911000000;19690886418;17544452122;3360273886;313714000000;702331000000;16202202382;361285000000;887889;75.55;75.6;12.64;12.65;7.04;7.22;12041;12391;72.4;72.96
236;Kab. Sukabumi;2018;226507000000;687140000000;33101760640;31024008858;29268132742;553706000000;1234800000000;69815021164;430096000000;2460693;70.26;70.49;12.19;12.2;6.79;6.8;8263;8618;65.49;66.05
237;Kab. Sukamara;2018;39242384551;72700713666;8777781269;10382980660;15120551049;112826000000;113001000000;7405232566;196568000000;62044;71.41;71.45;11.98;12.1;7.83;7.84;8177;8482;66.98;67.52
238;Kab. Sukoharjo;2018;82763187380;297149000000;29758514895;37291157829;4992831027;385721000000;672398000000;26311280959;204455000000;885205;77.49;77.54;13.8;13.81;8.71;8.84;10765;11100;75.56;76.07
239;Kab. Sumba Barat;2018;54596996600;191809000000;10138032639;13680710158;8708040412;135417000000;140162000000;13032592679;144031000000;127872;66.2;66.58;12.87;12.88;6.51;6.52;6997;7275;62.3;62.91
240;Kab. Sumba Barat Daya;2018;51865521710;113255000000;17509786779;6516671659;5283747910;133403000000;266808000000;10905076778;81947166840;338427;67.76;68.02;13.03;13.04;6.31;6.32;6134;6298;61.46;61.89
241;Kab. Sumba Timur;2018;82992671177;203120000000;9951270710;8214904183;7532280228;166386000000;289869000000;28679796778;157468000000;255601;64.12;64.45;12.79;12.8;6.73;6.74;9093;9351;64.19;64.65
242;Kab. Sumbawa Barat;2018;116410000000;139497000000;11634981056;21584842105;10616312174;215158000000;234396000000;27240730501;310941000000;144707;66.98;67.34;13.59;13.6;8.18;8.24;11066;11496;70.08;70.71
243;Kab. Sumedang;2018;150117000000;416166000000;32797582953;24148632364;9762128620;413072000000;1108730000000;15648540696;179185000000;1149906;72;72.14;12.93;12.94;7.98;8.17;9569;10153;70.07;70.99
244;Kab. Tabalong;2018;114842000000;209290000000;26748931582;43373188056;5894914586;279632000000;332597000000;26914553266;232986000000;250809;69.95;70.12;12.47;12.53;8.56;8.57;10977;11227;70.76;71.14
245;Kab. Takalar;2018;58592167077;237242000000;0;19074761073;6913794359;185977000000;325139000000;12259712319;120368000000;295892;66.38;66.64;12.21;12.22;6.77;6.91;10474;10134;65.48;66.07
246;Kab. Tanah Bumbu;2018;79182643162;240984000000;22213926209;29229272908;6248160056;291516000000;373646000000;22124836459;174784000000;351673;69.44;69.74;12;12.33;7.67;7.7;11244;11710;69.12;70.05
247;Kab. Tanah Laut;2018;58156385676;283126000000;17244375505;10547680584;6878578525;213818000000;413128000000;13763499965;209593000000;339195;68.89;69.08;11.82;11.95;7.37;7.38;10925;11209;68;68.49
248;Kab. Tanggamus;2018;51837324806;148189000000;10931265299;6213343623;11412052652;337363000000;498485000000;15652016451;113559000000;592603;67.8;68.04;12.14;12.15;6.88;6.96;8661;9107;64.94;65.67
249;Kab. Tanjung Jabung Timur;2018;123823000000;105555000000;6802853672;7389376610;0;163631000000;302945000000;10483676275;274997000000;218413;65.69;65.86;11.8;11.85;6.33;6.34;8403;8904;62.61;63.32
250;Kab. Tapanuli Tengah;2018;49355760121;193670000000;20123422567;12030430607;7731043135;215720000000;336348000000;16848487328;149498000000;370171;66.66;66.82;12.65;12.66;8.28;8.29;9852;10067;67.96;68.27
251;Kab. Tapanuli Utara;2018;75590934874;191653000000;14812898850;10091064741;10204883801;199546000000;404296000000;9255937416;147610000000;299881;67.86;68.11;13.65;13.66;9.46;9.65;11407;11607;72.38;72.91
252;Kab. Tapin;2018;87817333530;140461000000;14283336151;19864580239;5928475505;196584000000;266559000000;12553593169;194855000000;189081;69.77;69.98;11.52;11.85;7.53;7.54;11411;11847;68.7;69.53
253;Kab. Tasikmalaya;2018;241442000000;304128000000;10204152713;13130043654;13980946694;444609000000;1440960000000;26429399645;400646000000;1751295;68.71;68.96;12.47;12.48;7.12;7.13;7250;7761;64.14;65
254;Kab. Tegal;2018;111604000000;394094000000;17475373244;59173910810;14926040488;406678000000;840743000000;29802598975;252876000000;1437225;71.14;71.28;12.06;12.34;6.55;6.7;9136;9433;66.44;67.33
255;Kab. Teluk Wondama;2018;89344797158;89916834737;14983638489;9363078848;11679792424;236587000000;79995512571;41206546736;155668000000;31769;59.26;59.53;10.81;11.05;6.67;6.75;7694;7921;58.1;58.86
256;Kab. Temanggung;2018;84705220270;290138000000;13486499051;24454777356;7225526048;253263000000;501832000000;17768903708;134978000000;765594;75.42;75.47;12.07;12.08;6.9;6.94;8794;9142;68.34;68.83
257;Kab. Timor Tengah Selatan;2018;86833870072;232394000000;11957168365;5619682279;7004811769;243867000000;433492000000;20286118421;147933000000;465970;65.65;65.91;12.54;12.55;6.39;6.47;6676;6855;61.08;61.58
258;Kab. Toba Samosir;2018;71702380733;122599000000;15886671238;25494578687;8559261043;158953000000;273456000000;12070637699;152199000000;182673;69.36;69.59;13.25;13.26;10.1;10.34;11846;12095;73.87;74.48
259;Kab. Tojo Una Una;2018;74484822294;169906000000;12942545768;4502405697;14693010665;377104000000;226915000000;18699679438;102555000000;237010;64.07;64.61;12.12;12.155;7.9;8.16;7465;7608;62.61;63.38
260;Kab. Toraja Utara;2018;75772103520;142706000000;14377470552;10000684258;11896124729;227067000000;220572000000;12164467059;145631000000;229798;72.94;73.09;13.34;13.35;7.73;7.76;8083;7783;67.9;68.49
261;Kab. Trenggalek;2018;116178000000;315640000000;33282082718;31012503828;14585594149;208490000000;595513000000;15974464856;171059000000;696295;73.15;73.35;12.08;12.1;7.2;7.27;8668;9034;68.1;68.71
262;Kab. Tulang Bawang;2018;55501034372;158853000000;16604375900;12707348992;6760977541;236075000000;264296000000;12689275910;206374000000;445797;69.41;69.59;11.71;11.73;7.15;7.22;10098;10553;67.07;67.7
263;Kab. Wakatobi;2018;59127004249;95665081065;6974858552;7936929616;25236624066;176452000000;175301000000;14448288192;137577000000;95737;69.59;68.17;13.14;13.15;7.71;7.72;8800;9136;67.99;68.52
264;Kab. Wonogiri;2018;170663000000;351331000000;13234812094;25631862560;0;255835000000;876168000000;14758941329;207261000000;957106;76;76.05;12.44;12.45;6.68;6.88;8765;9117;68.66;69.37
265;Kab. Wonosobo;2018;117676000000;291091000000;23004540960;23321660546;23120645321;237645000000;602866000000;19920584357;236818000000;787384;71.3;71.46;11.68;11.69;6.51;6.75;9969;10503;66.89;67.81
266;Kab. Jayawijaya;2018;69116134870;253876000000;20774597512;10962135910;12626154207;594468000000;93068190559;24182377210;114464000000;214994;58.67;58.99;11.3;11.58;4.99;5.17;7524;7637;55.99;56.82
267;Kab. Pamekasan;2018;59238166843;290470000000;22374528257;15455752935;9135265895;271541000000;584737000000;21218540578;183916000000;879992;67.05;67.22;13.6;13.61;6.25;6.35;8086;8311;64.93;65.41
268;Kota Ambon;2018;73161548976;92249350605;19039063065;39234842729;10790759281;282100000000;393710000000;23334137644;151965000000;461699;69.92;70.12;15.9;15.91;11.64;11.65;13497;13699;79.82;80.24
269;Kota Banda Aceh;2018;85486248349;204206000000;19647048091;58824482719;9777446576;201104000000;288472000000;24952235542;107125000000;265111;70.96;70.1;17.1;17.26;12.59;12.6;25917;16234;83.95;84.37
270;Kota Bandung;2018;417648000000;1175890000000;135962000000;164506000000;63179499655;1847510000000;1542570000000;135437000000;630221000000;2503708;73.86;74;13.9;14.18;10.59;10.63;16033;16630;80.31;81.06
